,test_perplex,labels_test,an_prediction,predicted_perplex
0,1.7999999999999998,False,False,1.3329653
1,9.0,False,False,1.400863
2,1.2,False,False,1.1908991
3,1.2,False,False,1.1908991
4,1.2,False,False,1.1908991
5,6.0,False,False,1.6173795
6,3.0,False,False,1.375371
7,4.0,False,False,1.421053
8,4.0,False,False,1.421053
9,4.0,False,False,1.421053
10,2.6666666666666665,False,False,1.5089087
11,2.0,False,False,1.6572483
12,2.6666666666666665,False,False,1.5089087
13,2.0,False,False,1.6572483
14,2.6666666666666665,False,False,1.4841131
15,3.0,False,False,1.375371
16,4.0,False,False,1.421053
17,4.0,False,False,1.421053
18,2.6666666666666665,False,False,1.4841131
19,9.0,False,False,1.400863
20,6.0,False,False,1.6173795
21,3.0,False,False,1.375371
22,2.6666666666666665,False,False,1.4841131
23,1.7999999999999998,False,False,1.3329653
24,3.0,False,False,1.375371
25,2.6666666666666665,False,False,1.4841131
26,3.0,False,False,1.375371
27,2.6666666666666665,False,False,1.4841131
28,1.7999999999999998,False,False,1.3329653
29,1.7999999999999998,False,False,1.3329653
30,3.0,False,False,1.375371
31,2.6666666666666665,False,False,1.4841131
32,3.0,False,False,1.375371
33,4.0,False,False,1.421053
34,2.6666666666666665,False,False,1.4841131
35,1.7999999999999998,False,False,1.3329653
36,1.7999999999999998,False,False,1.3329653
37,1.7999999999999998,False,False,1.3329653
38,1.7999999999999998,False,False,1.3329653
39,1.7999999999999998,False,False,1.3329653
40,1.7999999999999998,False,False,1.3329653
41,9.0,False,False,1.400863
42,6.0,False,False,1.6173795
43,1.7999999999999998,False,False,1.3329653
44,1.7999999999999998,False,False,1.3329653
45,3.0,False,False,1.375371
46,4.0,False,False,1.421053
47,2.6666666666666665,False,False,1.5089087
48,2.0,False,False,1.6572483
49,2.6666666666666665,False,False,1.4841131
50,1.7999999999999998,False,False,1.3329653
51,1.7999999999999998,False,False,1.3329653
52,1.7999999999999998,False,False,1.3329653
53,9.0,False,False,1.400863
54,1.2,False,False,1.1908991
55,1.2,False,False,1.1908991
56,1.2,False,False,1.1908991
57,1.2,False,False,1.1908991
58,6.0,False,False,1.6173795
59,1.7999999999999998,False,False,1.3329653
60,3.0,False,False,1.375371
61,2.6666666666666665,False,False,1.5089087
62,2.0,False,False,1.6572483
63,2.6666666666666665,False,False,1.4841131
64,1.7999999999999998,False,False,1.3329653
65,1.7999999999999998,False,False,1.3329653
66,inf,True,True,31.078753
67,2.0,False,False,1.3696529
68,2.0,False,False,1.3696529
69,3.0,False,False,1.4351377
70,3.0,False,False,1.3995174
71,3.0,False,False,1.4351377
72,3.0,False,False,1.3995174
73,2.0,False,False,1.3696529
74,2.0,False,False,1.3696529
75,2.0,False,False,1.3696529
76,6.0,False,True,1.7670984
77,1.6,False,False,1.3175379
78,1.6,False,False,1.3175379
79,8.0,False,True,1.8246723
80,2.0,False,False,1.3696529
81,2.0,False,False,1.3696529
82,2.0,False,False,1.3696529
83,2.0,False,False,1.3696529
84,2.0,False,False,1.3696529
85,6.0,False,True,1.7670984
86,4.0,False,False,1.4583223
87,2.3333333333333335,False,False,1.4145817
88,3.5,False,False,1.5145019
89,1.6,False,False,1.3175379
90,4.0,False,False,1.4583223
91,2.3333333333333335,False,False,1.4145817
92,3.5,False,False,1.5145019
93,4.0,False,False,1.4583223
94,2.3333333333333335,False,False,1.4145817
95,2.3333333333333335,False,False,1.4145817
96,2.3333333333333335,False,False,1.4145817
97,2.3333333333333335,False,False,1.4145817
98,2.3333333333333335,False,False,1.4145817
99,3.5,False,False,1.5145019
100,1.6,False,False,1.3175379
101,4.0,False,False,1.4583223
102,3.5,False,False,1.5145019
103,1.6,False,False,1.3175379
104,1.6,True,False,1.3175379
105,4.0,False,False,1.4583223
106,2.3333333333333335,False,False,1.4145817
107,3.5,False,False,1.5909476
108,2.0,False,False,1.6572483
109,2.6666666666666665,False,False,1.4841131
110,1.7999999999999998,False,False,1.3329653
111,1.7999999999999998,False,False,1.3329653
112,1.7999999999999998,False,False,1.3329653
113,9.0,False,False,1.400863
114,1.2,False,False,1.1908991
115,1.2,False,False,1.1908991
116,1.2,False,False,1.1908991
117,6.0,False,False,1.6173795
118,3.0,False,False,1.375371
119,2.6666666666666665,False,False,1.5089087
120,6.0,False,False,1.6517916
121,2.0,False,False,1.6572483
122,2.6666666666666665,False,False,1.4841131
123,1.7999999999999998,False,False,1.3329653
124,9.0,False,False,1.400863
125,1.2,False,False,1.1908991
126,1.2,False,False,1.1908991
127,1.2,False,False,1.1908991
128,6.0,False,False,1.6173795
129,1.7999999999999998,False,False,1.3329653
130,1.7999999999999998,False,False,1.3329653
131,3.0,False,False,1.375371
132,4.0,False,False,1.421053
133,2.6666666666666665,False,False,1.5089087
134,6.0,False,False,1.6517916
135,2.0,False,False,1.6572483
136,4.0,False,False,1.421053
137,2.6666666666666665,False,False,1.5089087
138,3.0,False,False,1.62493
139,3.5,False,False,1.5909476
140,6.0,False,False,1.6517916
141,3.0,False,False,1.62493
142,2.3333333333333335,False,False,1.4145817
143,3.5,False,False,1.5145019
144,8.0,False,True,1.8246723
145,3.0,False,False,1.4351377
146,3.0,False,False,1.3419483
147,3.0,False,False,1.3995174
148,2.0,False,False,1.3696529
149,3.0,False,False,1.4351377
150,inf,True,True,1.7275664
151,3.0,False,False,1.0010641
152,3.0,False,False,1.312083
153,3.0,False,False,1.3419483
154,3.0,False,False,1.3419483
155,3.0,False,False,1.3419483
156,3.0,False,False,1.3777659
157,3.0,False,False,1.312083
158,3.0,False,False,1.3419483
159,3.0,False,False,1.3419483
160,3.0,False,False,1.3995174
161,2.0,False,False,1.3696529
162,2.0,False,False,1.3696529
163,3.0,False,False,1.4351377
164,3.0,False,False,1.3995174
165,3.0,False,False,1.4351377
166,3.0,False,False,1.3995174
167,3.0,False,False,1.4351377
168,3.0,False,False,1.3995174
169,3.0,False,False,1.4351377
170,3.0,False,False,1.3777659
171,6.0,False,False,1.3699887
172,3.0,False,False,1.0010641
173,inf,True,True,46.577324
174,1.7999999999999998,False,False,1.3329653
175,3.0,False,False,1.375371
176,2.6666666666666665,False,False,1.5089087
177,2.0,False,False,1.6572483
178,2.6666666666666665,False,False,1.5089087
179,2.0,False,False,1.6572483
180,2.6666666666666665,False,False,1.4841131
181,1.7999999999999998,False,False,1.3329653
182,1.7999999999999998,False,False,1.3329653
183,1.7999999999999998,False,False,1.3329653
184,1.7999999999999998,False,False,1.3329653
185,1.7999999999999998,False,False,1.3329653
186,1.7999999999999998,False,False,1.3329653
187,1.7999999999999998,False,False,1.3329653
188,9.0,False,False,1.400863
189,1.2,False,False,1.1908991
190,1.2,False,False,1.1908991
191,1.2,False,False,1.1908991
192,6.0,False,False,1.6173795
193,3.0,False,False,1.375371
194,inf,True,True,1.9987557
195,1.2,False,False,1.1908991
196,1.2,False,False,1.1908991
197,1.2,False,False,1.1908991
198,1.2,False,False,1.1908991
199,1.2,False,False,1.1908991
200,1.2,False,False,1.1908991
201,1.2,False,False,1.1908991
202,1.2,False,False,1.1908991
203,1.2,False,False,1.1908991
204,1.2,False,False,1.1908991
205,1.2,False,False,1.1908991
206,1.2,False,False,1.1908991
207,1.2,False,False,1.1908991
208,1.2,False,False,1.1908991
209,1.2,False,False,1.1908991
210,1.2,False,False,1.1908991
211,1.2,False,False,1.1908991
212,1.2,False,False,1.1908991
213,1.2,False,False,1.1908991
214,1.2,False,False,1.1908991
215,1.2,False,False,1.1908991
216,1.2,False,False,1.1908991
217,1.2,False,False,1.1908991
218,1.2,False,False,1.1908991
219,1.2,False,False,1.1908991
220,1.2,False,False,1.1908991
221,inf,True,True,11.141883
222,3.5,False,False,1.5909476
223,6.0,False,False,1.6517916
224,3.0,False,False,1.62493
225,2.3333333333333335,False,False,1.4145817
226,2.3333333333333335,False,False,1.4145817
227,3.5,False,False,1.5909476
228,2.0,False,False,1.6572483
229,2.6666666666666665,False,False,1.5089087
230,inf,True,True,3.5444734
231,6.0,False,False,1.6173795
232,3.0,False,False,1.375371
233,2.6666666666666665,False,False,1.5089087
234,6.0,False,False,1.6517916
235,6.0,False,False,1.6517916
236,2.0,False,False,1.6572483
237,2.6666666666666665,False,False,1.4841131
238,3.0,False,False,1.375371
239,4.0,False,False,1.421053
240,2.6666666666666665,False,False,1.4841131
241,3.0,False,False,1.375371
242,4.0,False,False,1.421053
243,4.0,False,False,1.421053
244,2.6666666666666665,False,False,1.5089087
245,3.0,False,False,1.62493
246,2.3333333333333335,False,False,1.4145817
247,3.5,False,False,1.5145019
248,1.6,False,False,1.3175379
249,8.0,False,True,1.8246723
250,2.0,False,False,1.3696529
251,6.0,False,True,1.7670984
252,1.6,True,False,1.3175379
253,4.0,False,False,1.4583223
254,3.5,False,False,1.5145019
255,4.0,False,False,1.4583223
256,3.5,False,False,1.5145019
257,8.0,False,True,1.8246723
258,2.0,False,False,1.3696529
259,2.0,False,False,1.3696529
260,2.0,False,False,1.3696529
261,inf,True,True,2.3499224
262,1.5,False,False,1.0007646
263,1.5,False,False,1.0007646
264,1.5,False,False,1.0007646
265,1.5,False,False,1.0007646
266,1.5,False,False,1.0007646
267,1.5,False,False,1.0007646
268,3.0,False,False,1.0010641
269,2.0,False,False,1.2686981
270,2.0,False,False,1.2686981
271,3.0,False,False,1.312083
272,3.0,False,False,1.3419483
273,3.0,False,False,1.3777659
274,2.0,False,False,1.2686981
275,3.0,False,False,1.312083
276,3.0,False,False,1.3419483
277,3.0,False,False,1.3419483
278,3.0,False,False,1.3995174
279,6.0,False,True,1.7670984
280,4.0,False,False,1.4583223
281,2.3333333333333335,False,False,1.4145817
282,3.5,False,False,1.5909476
283,2.0,False,False,1.6572483
284,2.6666666666666665,False,False,1.5089087
285,2.0,False,False,1.6572483
286,2.6666666666666665,False,False,1.5089087
287,3.0,False,False,1.62493
288,2.3333333333333335,False,False,1.4145817
289,2.3333333333333335,False,False,1.4145817
290,3.5,False,False,1.5909476
291,2.0,False,False,1.6572483
292,2.6666666666666665,False,False,1.4841131
293,3.0,False,False,1.375371
294,2.6666666666666665,False,False,1.4841131
295,1.7999999999999998,False,False,1.3329653
296,1.7999999999999998,False,False,1.3329653
297,3.0,False,False,1.375371
298,2.6666666666666665,False,False,1.4841131
299,3.0,False,False,1.375371
300,2.6666666666666665,False,False,1.5089087
301,6.0,False,False,1.6517916
302,2.0,False,False,1.6572483
303,4.0,False,False,1.421053
304,4.0,False,False,1.421053
305,2.6666666666666665,False,False,1.4841131
306,3.0,False,False,1.375371
307,2.6666666666666665,False,False,1.5089087
308,3.0,False,False,1.62493
309,3.5,False,False,1.5145019
310,1.6,False,False,1.3175379
311,4.0,False,False,1.4583223
312,2.3333333333333335,False,False,1.4145817
313,2.3333333333333335,False,False,1.4145817
314,3.5,False,False,1.5145019
315,1.6,False,False,1.3175379
316,8.0,False,True,1.8246723
317,2.0,False,False,1.3696529
318,2.0,False,False,1.3696529
319,2.0,False,False,1.3696529
320,inf,True,True,3.3175724
321,2.3333333333333335,False,False,1.4145817
322,2.3333333333333335,False,False,1.4145817
323,2.3333333333333335,False,False,1.4145817
324,2.3333333333333335,False,False,1.4145817
325,3.5,False,False,1.5145019
326,1.6,False,False,1.3175379
327,1.6,False,False,1.3175379
328,8.0,False,True,1.8246723
329,2.0,False,False,1.3696529
330,3.0,False,False,1.4351377
331,3.0,False,False,1.3995174
332,2.0,False,False,1.3696529
333,3.0,False,False,1.4351377
334,3.0,False,False,1.3995174
335,2.0,False,False,1.3696529
336,2.0,False,False,1.3696529
337,3.0,False,False,1.4351377
338,3.0,False,False,1.3995174
339,2.0,False,False,1.3696529
340,6.0,False,True,1.7670984
341,1.6,False,False,1.3175379
342,4.0,False,False,1.4583223
343,2.3333333333333335,False,False,1.4145817
344,3.5,False,False,1.5145019
345,4.0,False,False,1.4583223
346,3.5,False,False,1.5909476
347,3.0,False,False,1.62493
348,3.5,False,False,1.5145019
349,1.6,False,False,1.3175379
350,1.6,False,False,1.3175379
351,8.0,False,True,1.8246723
352,2.0,False,False,1.3696529
353,2.0,False,False,1.3696529
354,2.0,False,False,1.3696529
355,inf,True,True,2.3499224
356,1.5,False,False,1.0007646
357,3.0,False,False,1.0010641
358,2.0,False,False,1.2686981
359,2.0,False,False,1.2686981
360,3.0,False,False,1.312083
361,3.0,False,False,1.3419483
362,3.0,False,False,1.3995174
363,2.0,False,False,1.3696529
364,2.0,False,False,1.3696529
365,2.0,False,False,1.3696529
366,3.0,False,False,1.4351377
367,3.0,False,False,1.3995174
368,2.0,False,False,1.3696529
369,3.0,False,False,1.4351377
370,3.0,False,False,1.3419483
371,3.0,False,False,1.3995174
372,2.0,False,False,1.3696529
373,3.0,False,False,1.4351377
374,3.0,False,False,1.3419483
375,3.0,False,False,1.3995174
376,2.0,False,False,1.3696529
377,6.0,False,True,1.7670984
378,4.0,False,False,1.4583223
379,2.3333333333333335,False,False,1.4145817
380,3.5,False,False,1.5145019
381,1.6,False,False,1.3175379
382,4.0,False,False,1.4583223
383,3.5,False,False,1.5145019
384,1.6,False,False,1.3175379
385,1.6,False,False,1.3175379
386,1.6,False,False,1.3175379
387,4.0,False,False,1.4583223
388,3.5,False,False,1.5909476
389,2.0,False,False,1.6572483
390,4.0,False,False,1.421053
391,4.0,False,False,1.421053
392,4.0,False,False,1.421053
393,2.6666666666666665,False,False,1.4841131
394,1.7999999999999998,False,False,1.3329653
395,1.7999999999999998,False,False,1.3329653
396,9.0,False,False,1.400863
397,1.2,False,False,1.1908991
398,1.2,False,False,1.1908991
399,1.2,False,False,1.1908991
400,1.2,False,False,1.1908991
401,1.2,False,False,1.1908991
402,inf,True,True,3.4838846
403,3.0,False,False,1.62493
404,2.3333333333333335,False,False,1.4145817
405,inf,True,True,10.245693
406,6.0,True,False,1.6173795
407,1.7999999999999998,False,False,1.3329653
408,1.7999999999999998,False,False,1.3329653
409,1.7999999999999998,False,False,1.3329653
410,1.7999999999999998,False,False,1.3329653
411,1.7999999999999998,False,False,1.3329653
412,1.7999999999999998,False,False,1.3329653
413,9.0,False,False,1.400863
414,1.2,False,False,1.1908991
415,1.2,False,False,1.1908991
416,1.2,False,False,1.1908991
417,1.2,False,False,1.1908991
418,1.2,False,False,1.1908991
419,6.0,False,False,1.6173795
420,1.7999999999999998,False,False,1.3329653
421,1.7999999999999998,False,False,1.3329653
422,3.0,False,False,1.375371
423,2.6666666666666665,False,False,1.5089087
424,6.0,False,False,1.6517916
425,2.0,False,False,1.6572483
426,2.6666666666666665,False,False,1.5089087
427,3.0,False,False,1.62493
428,2.3333333333333335,False,False,1.4145817
429,2.3333333333333335,False,False,1.4145817
430,2.3333333333333335,False,False,1.4145817
431,3.5,False,False,1.5145019
432,1.6,False,False,1.3175379
433,4.0,False,False,1.4583223
434,2.3333333333333335,False,False,1.4145817
435,3.5,False,False,1.5909476
436,3.0,False,False,1.62493
437,3.5,False,False,1.5145019
438,4.0,False,False,1.4583223
439,3.5,False,False,1.5909476
440,inf,True,True,26.787767
441,3.0,False,False,1.312083
442,3.0,False,False,1.3995174
443,6.0,False,True,1.7670984
444,4.0,False,False,1.4583223
445,3.5,False,False,1.5145019
446,1.6,False,False,1.3175379
447,1.6,False,False,1.3175379
448,1.6,False,False,1.3175379
449,1.6,False,False,1.3175379
450,1.6,False,False,1.3175379
451,1.6,False,False,1.3175379
452,1.6,False,False,1.3175379
453,1.6,False,False,1.3175379
454,4.0,False,False,1.4583223
455,3.5,False,False,1.5145019
456,1.6,False,False,1.3175379
457,1.6,False,False,1.3175379
458,8.0,False,True,1.8246723
459,3.0,False,False,1.4351377
460,3.0,False,False,1.3995174
461,3.0,False,False,1.4351377
462,3.0,False,False,1.3995174
463,2.0,False,False,1.3696529
464,2.0,False,False,1.3696529
465,2.0,False,False,1.3696529
466,2.0,False,False,1.3696529
467,2.0,False,False,1.3696529
468,inf,True,False,1.6140053
469,3.0,False,False,1.312083
470,3.0,False,False,1.3995174
471,6.0,False,True,1.7670984
472,1.6,False,False,1.3175379
473,1.6,True,False,1.3175379
474,1.6,False,False,1.3175379
475,1.6,False,False,1.3175379
476,4.0,False,False,1.4583223
477,2.3333333333333335,False,False,1.4145817
478,2.3333333333333335,False,False,1.4145817
479,2.3333333333333335,False,False,1.4145817
480,3.5,False,False,1.5909476
481,2.0,False,False,1.6572483
482,4.0,False,False,1.421053
483,2.6666666666666665,False,False,1.5089087
484,2.0,False,False,1.6572483
485,2.6666666666666665,False,False,1.5089087
486,3.0,False,False,1.62493
487,3.5,False,False,1.5909476
488,2.0,False,False,1.6572483
489,2.6666666666666665,False,False,1.5089087
490,6.0,False,False,1.6517916
491,3.0,False,False,1.62493
492,inf,True,True,3.4733913
493,3.0,False,False,1.4351377
494,3.0,False,False,1.3419483
495,3.0,False,False,1.3419483
496,3.0,False,False,1.3777659
497,2.0,False,False,1.2686981
498,3.0,False,False,1.312083
499,3.0,False,False,1.3995174
500,inf,True,True,16.58482
501,2.6666666666666665,False,False,1.4841131
502,3.0,False,False,1.375371
503,2.6666666666666665,False,False,1.4841131
504,1.7999999999999998,False,False,1.3329653
505,1.7999999999999998,False,False,1.3329653
506,1.7999999999999998,False,False,1.3329653
507,9.0,False,False,1.400863
508,6.0,False,False,1.6173795
509,9.0,False,False,1.400863
510,1.2,False,False,1.1908991
511,1.2,False,False,1.1908991
512,1.2,False,False,1.1908991
513,1.2,False,False,1.1908991
514,1.2,False,False,1.1908991
515,1.2,False,False,1.1908991
516,1.2,False,False,1.1908991
517,1.2,False,False,1.1908991
518,1.2,False,False,1.1908991
519,1.2,False,False,1.1908991
520,1.2,False,False,1.1908991
521,1.2,False,False,1.1908991
522,6.0,False,False,1.6173795
523,1.7999999999999998,False,False,1.3329653
524,3.0,False,False,1.375371
525,2.6666666666666665,False,False,1.4841131
526,9.0,False,False,1.400863
527,1.2,False,False,1.1908991
528,inf,True,True,25.227448
529,4.0,False,False,1.4583223
530,2.3333333333333335,False,False,1.4145817
531,3.5,False,False,1.5909476
532,3.0,False,False,1.62493
533,2.3333333333333335,False,False,1.4145817
534,3.5,False,False,1.5909476
535,2.0,False,False,1.6572483
536,4.0,False,False,1.421053
537,2.6666666666666665,False,False,1.5089087
538,3.0,False,False,1.62493
539,2.3333333333333335,False,False,1.4145817
540,3.5,False,False,1.5909476
541,6.0,False,False,1.6517916
542,3.0,False,False,1.62493
543,3.5,False,False,1.5909476
544,2.0,False,False,1.6572483
545,2.6666666666666665,False,False,1.4841131
546,1.7999999999999998,False,False,1.3329653
547,1.7999999999999998,False,False,1.3329653
548,1.7999999999999998,False,False,1.3329653
549,3.0,False,False,1.375371
550,2.6666666666666665,False,False,1.4841131
551,1.7999999999999998,False,False,1.3329653
552,3.0,False,False,1.375371
553,2.6666666666666665,False,False,1.5089087
554,2.0,False,False,1.6572483
555,2.6666666666666665,False,False,1.5089087
556,3.0,False,False,1.62493
557,3.5,False,False,1.5909476
558,3.0,False,False,1.62493
559,2.3333333333333335,False,False,1.4145817
560,3.5,False,False,1.5145019
561,1.6,False,False,1.3175379
562,1.6,False,False,1.3175379
563,1.6,False,False,1.3175379
564,1.6,False,False,1.3175379
565,1.6,False,False,1.3175379
566,1.6,False,False,1.3175379
567,1.6,False,False,1.3175379
568,8.0,False,True,1.8246723
569,2.0,False,False,1.3696529
570,2.0,False,False,1.3696529
571,2.0,False,False,1.3696529
572,2.0,False,False,1.3696529
573,3.0,False,False,1.4351377
574,3.0,False,False,1.3419483
575,3.0,False,False,1.3419483
576,3.0,False,False,1.3995174
577,3.0,False,False,1.4351377
578,3.0,False,False,1.3777659
579,2.0,False,False,1.2686981
580,2.0,False,False,1.2686981
581,3.0,False,False,1.312083
582,3.0,False,False,1.3419483
583,3.0,False,False,1.3995174
584,2.0,False,False,1.3696529
585,2.0,False,False,1.3696529
586,2.0,False,False,1.3696529
587,2.0,False,False,1.3696529
588,3.0,False,False,1.4351377
589,3.0,False,False,1.3995174
590,6.0,False,True,1.7670984
591,8.0,False,True,1.8246723
592,2.0,False,False,1.3696529
593,6.0,False,True,1.7670984
594,4.0,False,False,1.4583223
595,3.5,False,False,1.5145019
596,1.6,False,False,1.3175379
597,1.6,False,False,1.3175379
598,1.6,False,False,1.3175379
599,8.0,False,True,1.8246723
600,2.0,False,False,1.3696529
601,6.0,False,True,1.7670984
602,4.0,False,False,1.4583223
603,2.3333333333333335,False,False,1.4145817
604,3.5,False,False,1.5145019
605,1.6,False,False,1.3175379
606,4.0,False,False,1.4583223
607,3.5,False,False,1.5909476
608,2.0,False,False,1.6572483
609,4.0,False,False,1.421053
610,2.6666666666666665,False,False,1.4841131
611,3.0,False,False,1.375371
612,2.6666666666666665,False,False,1.5089087
613,2.0,False,False,1.6572483
614,2.6666666666666665,False,False,1.5089087
615,3.0,False,False,1.62493
616,3.5,False,False,1.5909476
617,3.0,False,False,1.62493
618,2.3333333333333335,False,False,1.4145817
619,3.5,False,False,1.5909476
620,2.0,False,False,1.6572483
621,2.6666666666666665,False,False,1.5089087
622,2.0,False,False,1.6572483
623,2.6666666666666665,False,False,1.5089087
624,3.0,False,False,1.62493
625,2.3333333333333335,False,False,1.4145817
626,3.5,False,False,1.5145019
627,4.0,False,False,1.4583223
628,3.5,False,False,1.5145019
629,8.0,False,True,1.8246723
630,2.0,False,False,1.3696529
631,2.0,False,False,1.3696529
632,6.0,False,True,1.7670984
633,1.6,False,False,1.3175379
634,1.6,False,False,1.3175379
635,4.0,False,False,1.4583223
636,2.3333333333333335,False,False,1.4145817
637,3.5,False,False,1.5145019
638,1.6,False,False,1.3175379
639,4.0,False,False,1.4583223
640,3.5,False,False,1.5145019
641,1.6,False,False,1.3175379
642,1.6,False,False,1.3175379
643,1.6,False,False,1.3175379
644,1.6,False,False,1.3175379
645,1.6,False,False,1.3175379
646,1.6,False,False,1.3175379
647,4.0,False,False,1.4583223
648,2.3333333333333335,False,False,1.4145817
649,3.5,False,False,1.5145019
650,8.0,False,True,1.8246723
651,3.0,False,False,1.4351377
652,3.0,False,False,1.3995174
653,2.0,False,False,1.3696529
654,6.0,False,True,1.7670984
655,1.6,False,False,1.3175379
656,1.6,False,False,1.3175379
657,inf,True,True,8.443356
658,3.0,False,False,1.0010641
659,6.0,False,False,1.3699887
660,1.5,False,False,1.0007646
661,1.5,False,False,1.0007646
662,inf,True,False,1.000834
663,3.0,False,False,1.4351377
664,3.0,False,False,1.3995174
665,2.0,False,False,1.3696529
666,3.0,False,False,1.4351377
667,3.0,False,False,1.3995174
668,2.0,False,False,1.3696529
669,2.0,False,False,1.3696529
670,2.0,False,False,1.3696529
671,3.0,False,False,1.4351377
672,3.0,False,False,1.3419483
673,3.0,False,False,1.3777659
674,2.0,False,False,1.2686981
675,2.0,False,False,1.2686981
676,3.0,False,False,1.312083
677,3.0,False,False,1.3777659
678,6.0,False,False,1.3699887
679,1.5,False,False,1.0007646
680,inf,True,False,1.2360858
681,2.0,False,False,1.6572483
682,4.0,False,False,1.421053
683,2.6666666666666665,False,False,1.5089087
684,2.0,False,False,1.6572483
685,2.6666666666666665,False,False,1.4841131
686,3.0,False,False,1.375371
687,2.6666666666666665,False,False,1.4841131
688,1.7999999999999998,False,False,1.3329653
689,1.7999999999999998,False,False,1.3329653
690,3.0,False,False,1.375371
691,4.0,False,False,1.421053
692,4.0,False,False,1.421053
693,inf,True,True,46.60331
694,1.5,False,False,1.0007646
695,1.5,False,False,1.0007646
696,1.5,False,False,1.0007646
697,1.5,False,False,1.0007646
698,1.5,False,False,1.0007646
699,1.5,False,False,1.0007646
700,3.0,False,False,1.0010641
701,3.0,False,False,1.312083
702,3.0,False,False,1.3777659
703,2.0,False,False,1.2686981
704,2.0,False,False,1.2686981
705,6.0,True,False,1.3699887
706,3.0,False,False,1.0010641
707,3.0,False,False,1.312083
708,3.0,False,False,1.3777659
709,3.0,False,False,1.312083
710,3.0,False,False,1.3777659
711,2.0,False,False,1.2686981
712,2.0,False,False,1.2686981
713,6.0,False,False,1.3699887
714,1.5,False,False,1.0007646
715,3.0,False,False,1.0010641
716,6.0,False,False,1.3699887
717,3.0,False,False,1.0010641
718,2.0,False,False,1.2686981
719,3.0,False,False,1.312083
720,3.0,False,False,1.3419483
721,3.0,False,False,1.3419483
722,3.0,False,False,1.3777659
723,6.0,False,False,1.3699887
724,3.0,False,False,1.0010641
725,2.0,False,False,1.2686981
726,3.0,False,False,1.312083
727,3.0,False,False,1.3419483
728,3.0,False,False,1.3777659
729,2.0,True,False,1.2686981
730,2.0,False,False,1.2686981
731,2.0,False,False,1.2686981
732,3.0,False,False,1.312083
733,3.0,False,False,1.3995174
734,2.0,False,False,1.3696529
735,2.0,False,False,1.3696529
736,2.0,False,False,1.3696529
737,2.0,False,False,1.3696529
738,2.0,False,False,1.3696529
739,3.0,False,False,1.4351377
740,3.0,False,False,1.3419483
741,3.0,False,False,1.3777659
742,3.0,False,False,1.312083
743,3.0,False,False,1.3777659
744,2.0,False,False,1.2686981
745,6.0,False,False,1.3699887
746,inf,True,False,1.001086
747,3.0,False,False,1.3995174
748,6.0,False,True,1.7670984
749,1.6,False,False,1.3175379
750,8.0,False,True,1.8246723
751,2.0,False,False,1.3696529
752,3.0,False,False,1.4351377
753,3.0,False,False,1.3777659
754,2.0,False,False,1.2686981
755,3.0,False,False,1.312083
756,3.0,False,False,1.3419483
757,3.0,False,False,1.3995174
758,inf,True,True,16.58482
759,2.6666666666666665,False,False,1.4841131
760,inf,True,True,3.0473928
761,3.5,False,False,1.5909476
762,2.0,False,False,1.6572483
763,2.6666666666666665,False,False,1.5089087
764,2.0,False,False,1.6572483
